taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
2593089,Taphrina polystichi Mix,2593089,Taphrina polystichi Mix,1,ACCEPTED,Fungi,5,Ascomycota,95,Taphrinomycetes,184,Taphrinales,1299,Taphrinaceae,4169,Taphrina,2518036,Taphrina polystichi,2593089,2593089,NE,,,,,,,,,,,,
2598358,Elaphomyces Nees,2598358,Elaphomyces Nees,2,ACCEPTED,Fungi,5,Ascomycota,95,Eurotiomycetes,178,Eurotiales,1040,Elaphomycetaceae,4826,Elaphomyces,2598358,,,,NE,,,,,,,,,,,,
2599660,Ascocybe grovesii D.E.Wells,2599659,Cephaloascus fragrans Hanawa,3,SYNONYM,Fungi,5,Ascomycota,95,Saccharomycetes,182,Saccharomycetales,1281,Cephaloascaceae,4136,Cephaloascus,2599658,Cephaloascus fragrans,2599659,2599659,NE,,,,,,,,,,,,
2601132,Solorina Ach.,1808,2601132,Solorina Ach.,4,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Peltigerales,1055,Peltigeraceae,8373,Solorina,2601132,2601132,,,,,,,,,,,,,
2603275,Bacidia epixanthoides (Nyl.) Lettau,4911477,Biatora epixanthoides (Nyl.) Diederich,3,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Ramalinaceae,4812,Biatora,2603505,Biatora epixanthoides,4911477,4911477,NE,,,,,,,,,,,,
2610216,Protothelenella corrosa (Körb.) H.Mayrhofer & Poelt,2610216,Protothelenella corrosa (Körb.) H.Mayrhofer & Poelt,8,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Ostropales,1279,Protothelenellaceae,6244,Protothelenella,7900096,Protothelenella corrosa,2610216,2610216,NE,,,,,,,,,,,,
3286025,Exidiaceae,3286025,Exidiaceae,12,ACCEPTED,Fungi,5,Basidiomycota,34,Tremellomycetes,149,Tremellales,1123,Exidiaceae,3286025,,,,,,,,,,,,,,,,,,
3293494,Phaeococcomycetaceae,3293494,Phaeococcomycetaceae,4,ACCEPTED,Fungi,5,Ascomycota,95,Arthoniomycetes,313,Lichenostigmatales,10727739,Phaeococcomycetaceae,3293494,,,,,,,,,,,,,,,,,,
3377291,Puccinia rubicola P.Syd. & Syd.,3377291,Puccinia rubicola P.Syd. & Syd.,2,ACCEPTED,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Pucciniaceae,3251,Puccinia,9533895,Puccinia rubicola,3377291,3377291,NE,,,,,,,,,,,,
3392610,Lepraria humida Slav.-Bay. & Orange,3392610,Lepraria humida Slav.-Bay. & Orange,9,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Stereocaulaceae,8302,Lepraria,8590518,Lepraria humida,3392610,3392610,NE,,,,,,,,,,,,
3403541,Cetrelia chicitae (W.L.Culb.) W.L.Culb. & C.F.Culb.,3403541,Cetrelia chicitae (W.L.Culb.) W.L.Culb. & C.F.Culb.,7,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Cetrelia,2605860,Cetrelia chicitae,3403541,3403541,NE,,,,,,,,,,,,
3408517,Tuckermanopsis sepincola (Hoffm.) Hale,2605279,Cetraria sepincola (Hoffm.) Ach.,16,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Cetraria,2601309,Cetraria sepincola,2605279,2605279,NE,,,,,,,,,,,,
3456755,Gaeumannomyces graminis (Sacc.) Arx & D.L.Olivier,3456755,Gaeumannomyces graminis (Sacc.) Arx & D.L.Olivier,1,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Magnaporthales,7889691,Magnaporthaceae,5731,Gaeumannomyces,2569283,Gaeumannomyces graminis,3456755,3456755,NE,,,,,,,,,,,,
5236929,Ditiola radicata (Alb. & Schwein.) Fr.,5236929,Ditiola radicata (Alb. & Schwein.) Fr.,3,ACCEPTED,Fungi,5,Basidiomycota,34,Dacrymycetes,273,Dacrymycetales,1138,Dacrymycetaceae,7605,Ditiola,2512796,Ditiola radicata,5236929,5236929,NE,,,,,,,,,,,,
5239982,Scleroderma citrinum Pers.,5239982,Scleroderma citrinum Pers.,140,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Sclerodermataceae,8453,Scleroderma,2524936,Scleroderma citrinum,5239982,5239982,NE,,,,,,,,,,,,
5264695,Cercospora granuliformis Ellis & Holw.,3503983,Passalora granuliformis (Ellis & Holw.) U.Braun,1,SYNONYM,Fungi,5,Ascomycota,95,Dothideomycetes,183,Capnodiales,1262,Mycosphaerellaceae,4797,Passalora,9624081,Passalora granuliformis,3503983,3503983,NE,,,,,,,,,,,,
5447307,Mycena clarkeana Grgur.,5447307,Mycena clarkeana Grgur.,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Mycena,5955261,Mycena clarkeana,5447307,5447307,NE,,,,,,,,,,,,
5467475,Urocystis erythronii G.P.Clinton,5467475,Urocystis erythronii G.P.Clinton,1,ACCEPTED,Fungi,5,Basidiomycota,34,Ustilaginomycetes,148,Urocystidales,8035892,Urocystidaceae,3825,Urocystis,2556683,Urocystis erythronii,5467475,5467475,NE,,,,,,,,,,,,
6009534,Lactifluus (Pers.) Roussel,6009534,Lactifluus (Pers.) Roussel,23,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Lactifluus,6009534,,,,NE,,,,,,,,,,,,
7249709,Graphis scripta (L.) Ach.,7249709,Graphis scripta (L.) Ach.,241,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Ostropales,1279,Graphidaceae,2176,Graphis,2602041,Graphis scripta,7249709,7249709,NE,,,,,,,,,,,,
7407448,Cortinarius olivaceoluteus Ammirati, Bojantchev, K.W.Hughes, Liimat. & Niskanen,Cortinarius olivaceoluteus Ammirati, Bojantchev, K.W.Hughes, Liimat. & Niskanen,8,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius olivaceoluteus,7407448,NE,,,,,,
7690454,Gyalolechia flavorubescens (Huds.) Søchting, Frödén & Arup,7690454,Gyalolechia flavorubescens (Huds.) Søchting,6,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Teloschistales,1050,Teloschistaceae,8368,Gyalolechia,7251460,7251460,Gyalolechia flavorubescens,7690454,NE,,,,,,,,,,
8118872,Galerina marginata (Batsch) Kühner,8118872,Galerina marginata (Batsch) Kühner,100,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hymenogastraceae,3309302,Galerina,9570632,Galerina marginata,8118872,8118872,NE,,,,,,,,,,,,
9382862,Myxosporium Link,9382862,Myxosporium Link,1,ACCEPTED,Fungi,5,Ascomycota,95,,,,,,,Myxosporium,9382862,,,,,,,,,,,,,,,,
2518986,Odontia spathulata (Schrad.) Litsch.,2518983,Hyphodontia spathulata (Schrad.) Parmasto,3,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Schizoporaceae,3298,Hyphodontia,2518740,Hyphodontia spathulata,2518983,2518983,NE,,,,,,,,,,,,
2535966,Lepiota brunnea Farl. & Burt,5955380,Chlorophyllum brunneum (Farl. & Burt) Vellinga,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Chlorophyllum,3268912,Chlorophyllum brunneum,5955380,5955380,NE,,,,,,,,,,,,
2542555,Trametes malicola Berk. & M.A.Curtis,9745312,Brunneoporus malicola (Berk. & M.A.Curtis) Audet,2,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Fomitopsidaceae,7619,Brunneoporus,9675680,Brunneoporus malicola,9745312,9745312,NE,,,,,,,,,,,,
2546280,Funalia trogii (Berk.) Bondartsev & Singer,2546282,Trametes trogii Berk.,5,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Polyporaceae,3286,Trametes,2519084,Trametes trogii,2546282,2546282,NE,,,,,,,,,,,,
2561289,Mollisia (Fr.) P.Karst.,1871,2561289,Mollisia (Fr.) P.Karst.,18,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Mollisiaceae,3297719,Mollisia,2561289,2561289,,,,,,,,,,,,,
2562487,Illosporiopsis christiansenii (B.L.Brady & D.Hawksw.) D.Hawksw.,2562487,Illosporiopsis christiansenii (B.L.Brady & D.Hawksw.) D.Hawksw.,44,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Hypocreales,1290,,,Illosporiopsis,2562486,Illosporiopsis christiansenii,2562487,2562487,NE,,,,,,,,,,,,
2583113,Botrytis allii Munn,2583113,Botrytis allii Munn,1,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Sclerotiniaceae,8385,Botrytis,11189196,Botrytis allii,2583113,2583113,NE,,,,,,,,,,,,
2590155,Sphaeronaema acerinum Peck,6755391,Naemosphaera acerina (Peck) Höhn.,2,SYNONYM,Fungi,5,Ascomycota,95,Dothideomycetes,183,,,,,Naemosphaera,2626233,Naemosphaera acerina,6755391,6755391,NE,,,,,,,,,,,,
2594972,Sarcoscypha dudleyi (Peck) Baral,2594972,Sarcoscypha dudleyi (Peck) Baral,6,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Sarcoscyphaceae,8400,Sarcoscypha,2581823,Sarcoscypha dudleyi,2594972,2594972,NE,,,,,,,,,,,,
2603229,Lecidoma demissum (Rutstr.) Gotth.Schneid. & Hertel,2603229,Lecidoma demissum (Rutstr.) Gotth.Schneid. & Hertel,12,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecideales,10848190,Lecideaceae,8296,Lecidoma,2603228,Lecidoma demissum,2603229,2603229,NE,,,,,,,,,,,,
2613125,Elsinoe Racib.,1900,2613125,Elsinoe Racib.,1,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Myriangiales,1037,Elsinoaceae,8300,Elsinoe,2613125,2613125,,,,,,,,,,,,,
3323451,Bolbitius variicolor G.F.Atk.,9127230,Bolbitius titubans (Bull.) Fr.,2,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Bolbitiaceae,8440,Bolbitius,2529626,Bolbitius titubans,9127230,9127230,NE,,,,,,,,,,,,
3331667,Inocybe maritimoides (Peck) Sacc.,3331667,Inocybe maritimoides (Peck) Sacc.,4,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Inocybaceae,4177,Inocybe,2527866,Inocybe maritimoides,3331667,3331667,NE,,,,,,,,,,,,
3344837,Hygrophorus subceraceus (Murrill) Murrill,7849986,Hygrocybe subceracea Murrill,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Hygrocybe,2523318,Hygrocybe subceracea,7849986,7849986,NE,,,,,,,,,,,,
3345565,Hygrocybe purpureofolia (H.E.Bigelow) Courtec.,3345565,Hygrocybe purpureofolia (H.E.Bigelow) Courtec.,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Hygrocybe,2523318,Hygrocybe purpureofolia,3345565,3345565,NE,,,,,,,,,,,,
3346821,Entoloma subsinuatum Murrill,3346821,Entoloma subsinuatum Murrill,15,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Entoloma,2530002,Entoloma subsinuatum,3346821,3346821,NE,,,,,,,,,,,,
3346853,Entoloma albogriseum (Peck) Redhead,3346853,Entoloma albogriseum (Peck) Redhead,6,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Entoloma,2530002,Entoloma albogriseum,3346853,3346853,NE,,,,,,,,,,,,
3347532,Cortinarius odhinnii Melot,3347532,Cortinarius odhinnii Melot,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius odhinnii,3347532,3347532,NE,,,,,,,,,,,,
3349630,Cortinarius ventricosus M.M.Moser,3349630,Cortinarius ventricosus M.M.Moser,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius ventricosus,3349630,3349630,NE,,,,,,,,,,,,
3409371,Platismatia tuckermanii (Oakes) W.L.Culb. & C.F.Culb.,3409371,Platismatia tuckermanii (Oakes) W.L.Culb. & C.F.Culb.,97,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Platismatia,2605338,Platismatia tuckermanii,3409371,3409371,NE,,,,,,,,,,,,
5237869,Hydnochaete olivacea (Schwein.) Banker,2519857,Hydnoporia olivacea (Schwein.) Teixeira,3,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Hymenochaetaceae,8468,Hydnoporia,2519233,Hydnoporia olivacea,2519857,2519857,NE,,,,,,,,,,,,
5252726,Leucostoma kunzei (Kunze) Munk ex H.Kern,2566255,Cytospora kunzei Sacc.,1,SYNONYM,Fungi,5,Ascomycota,95,Sordariomycetes,320,Diaporthales,1289,Valsaceae,4151,Cytospora,7823073,Cytospora kunzei,2566255,2566255,NE,,,,,,,,,,,,
5260530,Umbilicaria vellea (L.) Hoffm.,8405127,Umbilicaria vellea (L.) Ach.,30,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Umbilicariales,1275,Umbilicariaceae,4108,Umbilicaria,2600611,Umbilicaria vellea,8405127,8405127,NE,,,,,,,,,,,,
5515029,Leptorhaphis contorta Degel.,5515029,Leptorhaphis contorta Degel.,4,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Naetrocymbaceae,4102,Leptorhaphis,8004964,Leptorhaphis contorta,5515029,5515029,NE,,,,,,,,,,,,
7442669,Chordomyces E.N.Bilanenko, M.L.Georgieva & A.A.Grum-Grzhimaylo,2015,7442669, M.L.Georgieva & A.A.Grum-Grzhimaylo,2015,1,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Glomerellales,9705517,Plectosphaerellaceae,5729,5729,Chordomyces,7442669,,,,,,,,,,,
7465811,Mollisia pyrenopezizoides Gminder,7465811,Mollisia pyrenopezizoides Gminder,1,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Mollisiaceae,3297719,Mollisia,2561289,Mollisia pyrenopezizoides,7465811,7465811,NE,,,,,,,,,,,,
7638329,Orbilia pilifera Baral & R.Galán,7638329,Orbilia pilifera Baral & R.Galán,10,ACCEPTED,Fungi,5,Ascomycota,95,Orbiliomycetes,181,Orbiliales,1056,Orbiliaceae,4127,Orbilia,2513009,Orbilia pilifera,7638329,7638329,NE,,,,,,,,,,,,
11608959,Leucosporidium intermedium (Nakase & M.Suzuki) M.Groenew. & Q.M.Wang,2020,11608959,Leucosporidium intermedium (Nakase & M.Suzuki) M.Groenew. & Q.M.Wang,1,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Microbotryomycetes,150,Leucosporidiales,1131,Leucosporidiaceae,3260,Leucosporidium,9534744,9534744,Leucosporidium intermedium,11608959,NE,,,,,,,,,,
1262,Capnodiales,1262,Capnodiales,30,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Capnodiales,1262,,,,,,,,,,,,,,,,,,,,
4138,Lipomycetaceae,4138,Lipomycetaceae,4,ACCEPTED,Fungi,5,Ascomycota,95,Saccharomycetes,182,Saccharomycetales,1281,Lipomycetaceae,4138,,,,,,,,,,,,,,,,,,
2515415,Puccinia investita Schwein.,2515415,Puccinia investita Schwein.,2,ACCEPTED,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Pucciniaceae,3251,Puccinia,9533895,Puccinia investita,2515415,2515415,NE,,,,,,,,,,,,
2522364,Hydnum stereosarcinon (Wehm.) K.A.Harrison,5238857,Sarcodon stereosarcinon Wehm.,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Thelephorales,530,Bankeraceae,7608,Sarcodon,2521435,Sarcodon stereosarcinon,5238857,5238857,NE,,,,,,,,,,,,
2527932,Inocybe rennyi (Berk. & Broome) Sacc.,2527932,Inocybe rennyi (Berk. & Broome) Sacc.,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Inocybaceae,4177,Inocybe,2527866,Inocybe rennyi,2527932,2527932,NE,,,,,,,,,,,,
2529154,Cortinarius albovariegatus (Velen.) Melot,2529154,Cortinarius albovariegatus (Velen.) Melot,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius albovariegatus,2529154,2529154,NE,,,,,,,,,,,,
2531337,Clitocybe cyathiformis (Bull.) P.Kumm.,9095397,Pseudoclitocybe cyathiformis (Bull.) Singer,2,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Pseudoclitocybe,2531323,Pseudoclitocybe cyathiformis,9095397,9095397,NE,,,,,,,,,,,,
2531808,Tricholomopsis sulphureoides (Peck) Singer,2531808,Tricholomopsis sulphureoides (Peck) Singer,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Tricholomopsis,2531807,Tricholomopsis sulphureoides,2531808,2531808,NE,,,,,,,,,,,,
2533175,Agrocybe semiorbicularis (Bull.) Fayod,9050242,Agrocybe pediades (Fr.) Fayod,7,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Strophariaceae,4186,Agrocybe,2527828,Agrocybe pediades,9050242,9050242,NE,,,,,,,,,,,,
2544664,Gloeohypochnicium analogum (Bourdot & Galzin) Hjortstam,2544664,Gloeohypochnicium analogum (Bourdot & Galzin) Hjortstam,3,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,,,Gloeohypochnicium,9778015,Gloeohypochnicium analogum,2544664,2544664,NE,,,,,,,,,,,,
2558544,Syzygites megalocarpus Ehrenb.,2558544,Syzygites megalocarpus Ehrenb.,24,ACCEPTED,Fungi,5,Zygomycota,96,Mucoromycetes,9796761,Mucorales,749,Rhizopodaceae,7833248,Syzygites,2558543,Syzygites megalocarpus,2558544,2558544,NE,,,,,,,,,,,,
2567579,Sillia ferruginea (Pers.) P.Karst.,2567579,Sillia ferruginea (Pers.) P.Karst.,2,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Diaporthales,1289,Sydowiellaceae,4149,Sillia,2567338,Sillia ferruginea,2567579,2567579,NE,,,,,,,,,,,,
2598540,Cadophora luteo-olivacea (J.F.H.Beyma) T.C.Harr. & McNew,2598540,Cadophora luteo-olivacea (J.F.H.Beyma) T.C.Harr. & McNew,24,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Ploettnerulaceae,3298038,Cadophora,2565620,Cadophora luteo-olivacea,2598540,2598540,NE,,,,,,,,,,,,
2601172,Peltigera occidentalis (E.Dahl) Kristinsson,2601172,Peltigera occidentalis (E.Dahl) Kristinsson,5,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Peltigerales,1055,Peltigeraceae,8373,Peltigera,2601137,Peltigera occidentalis,2601172,2601172,NE,,,,,,,,,,,,
2603347,Lecidea fuscoatra (L.) Ach.,2603347,Lecidea fuscoatra (L.) Ach.,3,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecideales,10848190,Lecideaceae,8296,Lecidea,2569865,Lecidea fuscoatra,2603347,2603347,NE,,,,,,,,,,,,
2603375,Lecidea lactea Flörke ex Schaer.,2603375,Lecidea lactea Flörke ex Schaer.,1,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecideales,10848190,Lecideaceae,8296,Lecidea,2569865,Lecidea lactea,2603375,2603375,NE,,,,,,,,,,,,
2605302,Parmelia centrifuga (L.) Ach.,2605301,Arctoparmelia centrifuga (L.) Hale,20,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Arctoparmelia,2605293,Arctoparmelia centrifuga,2605301,2605301,NE,,,,,,,,,,,,
2608477,Lepraria incana (L.) Ach.,2608477,Lepraria incana (L.) Ach.,23,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Stereocaulaceae,8302,Lepraria,8590518,Lepraria incana,2608477,2608477,NE,,,,,,,,,,,,
2609402,Physconia Poelt,1965,2609402,Physconia Poelt,2,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Caliciales,10861608,Physciaceae,8369,Physconia,2609402,2609402,,,NE,,,,,,,,,,
3324249,Tricholoma saponaceum (Fr.) P.Kumm.,3324249,Tricholoma saponaceum (Fr.) P.Kumm.,46,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Tricholoma,2527766,Tricholoma saponaceum,3324249,3324249,NE,,,,,,,,,,,,
3330690,Inocybe lanuginosa var. ovatocystis (Boursier & Kühner) Stangl,3330864,Inocybe ovatocystis Boursier & Kühner,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Inocybaceae,4177,Inocybe,2527866,Inocybe ovatocystis,3330864,3330864,,,,,,,,,,,,,
3345250,Hygrocybe calyptriformis (Berk.) Fayod,5955209,Porpolomopsis calyptriformis (Berk.) Bresinsky,4,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Porpolomopsis,8111799,Porpolomopsis calyptriformis,5955209,5955209,VU,,,,,,,,,,,,
5237406,Tremella foliacea Pers.,9645698,Phaeotremella foliacea (Pers.) Wedin, J.C.Zamora & Millanes,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Tremellomycetes,149,Tremellales,1123,Tremellaceae,3827,Phaeotremella,2518397,Phaeotremella foliacea,Phaeotremella foliacea,9645698,NE,,,,,,,,,,,
5238642,Ramaria aurea (Schaeff.) Quél.,5238642,Ramaria aurea (Schaeff.) Quél.,3,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Gomphales,1303,Gomphaceae,8467,Ramaria,2521461,Ramaria aurea,5238642,5238642,NE,,,,,,,,,,,,
5241451,Volvariella hypopithys (Fr.) Shaffer,5241451,Volvariella hypopithys (Fr.) Shaffer,11,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Pluteaceae,8447,Volvariella,2530192,Volvariella hypopithys,5241451,5241451,NE,,,,,,,,,,,,
5246817,Polyporus craterellus Berk. & M.A.Curtis,9690341,Bresadolia craterella (Berk. & M.A.Curtis) Audet,20,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Polyporaceae,3286,Bresadolia,6012945,Bresadolia craterella,9690341,9690341,NE,,,,,,,,,,,,
5249345,Heterochaetella dubia (Bourdot & Galzin) Bourdot & Galzin,10671016,Protomerulius dubius (Bourdot & Galzin) V.Spirin & V.Malysheva,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Auriculariales,1062,,,Protomerulius,2553718,Protomerulius dubius,10671016,10671016,NE,,,,,,,,,,,,
5256051,Pezicula acericola (Peck) Peck ex Sacc. & Berl.,5256051,Pezicula acericola (Peck) Peck ex Sacc. & Berl.,21,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Dermateaceae,4121,Pezicula,2581047,Pezicula acericola,5256051,5256051,NE,,,,,,,,,,,,
5259325,Peziza sublaricina Donadini,5259325,Peziza sublaricina Donadini,2,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Pezizaceae,8399,Peziza,8766080,Peziza sublaricina,5259325,5259325,NE,,,,,,,,,,,,
6015464,Boletus chippewaensis A.H.Sm. & Thiers,6015464,Boletus chippewaensis A.H.Sm. & Thiers,64,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Boletus,8287374,Boletus chippewaensis,6015464,6015464,NE,,,,,,,,,,,,
7574940,Cuphophyllus basidiosus (Peck) Lodge & Matheny,7574940,Cuphophyllus basidiosus (Peck) Lodge & Matheny,5,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Cuphophyllus,7244096,Cuphophyllus basidiosus,7574940,7574940,NE,,,,,,,,,,,,
8274808,Phlegmacium saginum (Fr.) Ricken,2529480,Cortinarius saginus (Fr.) Fr.,5,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius saginus,2529480,2529480,NE,,,,,,,,,,,,
9646747,Papiliotrema laurentii (Kuff.) Xin Zhan Liu, F.Y.Bai, M.Groenew. & Boekhout,9646747, F.Y.Bai, M.Groenew. & Boekhout,1,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Tremellomycetes,149,Tremellales,1123,Tremellaceae,3827,3827,Papiliotrema,2518409,Papiliotrema laurentii,9646747,NE,,,,,,,,
9744683,Harrya chromipes (Frost) Halling, Nuhn, Osmundson & Manfr.Binder,9744683, Nuhn, Osmundson & Manfr.Binder,63,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,8789,Harrya,7758421,Harrya chromipes,9744683,NE,,,,,,,,
10998427,Trichaptum biformis (Fr.) Ryvarden,1972,5247228,Trichaptum biforme (Fr.) Ryvarden,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,,,Trichaptum,2519062,Trichaptum biforme,Trichaptum biforme,5247228,NE,,,,,,,,,,,
2529327,Cortinarius semisanguineus (Fr.) Gillet,2529327,Cortinarius semisanguineus (Fr.) Gillet,45,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius semisanguineus,2529327,2529327,NE,,,,,,,,,,,,
2530703,Clitocybe cartilaginea (Bull.) Bres.,5241564,Tricholoma cartilagineum (Bull.) Quél.,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Tricholoma,2527766,Tricholoma cartilagineum,5241564,5241564,NE,,,,,,,,,,,,
