"scientific_name","rank"
"Supella longipalpa","species"
"Cryptocercus punctulatus","species"
"Arenivaga","genus"
"Gryllus texensis","species"
"Gryllus","genus"
"Gryllus veletis","species"
"Oecanthus nigricornis","species"
"Oecanthus","genus"
"Oecanthus quadripunctatus","species"
"Oecanthus forbesi","species"
"Oecanthus argentinus","species"
"Oecanthus celerinictus","species"
"Stenopelmatus","genus"
"Anopheles","genus"
"Tayshaneta myopica","species"
"Tayshaneta microps","species"
"Tayshaneta paraconcinna","species"
"Tayshaneta devia","species"
"Ozarkia alabama","species"
"Ozarkia serena","species"
"Ozarkia arkansa","species"
"Zelotes pallidus","species"
"Calicina morroensis","species"
"Calicina cloughensis","species"
"Miscophus","genus"
"Pycnoderes incurvus","species"
"Cyrtopeltis modesta","species"
"Neocapsus fasciativentris","species"
"Closterotomus norvegicus","species"
"Horcias","genus"
"Neolygus belfragii","species"
"Neolygus caryae","species"
"Neolygus communis","species"
"Neolygus contaminatus","species"
"Neolygus fagi","species"
"Neolygus geneseensis","species"
"Neolygus invitus","species"
"Neolygus omnivagus","species"
"Neolygus parshleyi","species"
"Neolygus semivittatus","species"
"Neolygus univittatus","species"
"Neolygus vitticollis","species"
"Phytocoris ceanothicus","species"
"Platynus decentis","species"
"Pterostichus coracinus","species"
"Pterostichus rostratus","species"
"Agonum retractum","species"
"Pterostichus adstrictus","species"
"Pterostichus tristis","species"
"Sphaeroderus nitidicollis brevoorti","infraspecies"
"Pterostichus pensylvanicus","species"
"Notiophilus aeneus","species"
"Calathus ingratus","species"
"Coenagrion interrogatum","species"
"Leucorrhinia hudsonica","species"
"Nehalennia irene","species"
"Enallagma ebrium","species"
"Somatochlora septentrionalis","species"
"Lestes disjunctus","species"
"Enallagma annexum","species"
"Nehalennia gracilis","species"
"Somatochlora franklini","species"
"Somatochlora walshii","species"
"Sympetrum obtrusum","species"
"Somatochlora kennedyi","species"
"Libellula quadrimaculata","species"
"Enallagma carunculatum","species"
"Cordulia shurtleffii","species"
"Basiaeschna janata","species"
"Aeshna sitchensis","species"
"Leucorrhinia proxima","species"
"Ladona julia","species"
"Leucorrhinia patricia","species"
"Libellula luctuosa","species"
"Celithemis elisa","species"
"Enallagma hageni","species"
"Epitheca cynosura","species"
"Somatochlora cingulata","species"
"Epitheca spinigera","species"
"Chromagrion conditum","species"
"Dorocordulia libera","species"
"Sympetrum internum","species"
"Lestes unguiculatus","species"
"Enallagma boreale","species"
"Leucorrhinia frigida","species"
"Somatochlora albicincta","species"
"Aeshna eremita","species"
"Aeshna tuberculifera","species"
"Lestes rectangularis","species"
"Aeshna canadensis","species"
"Lestes forcipatus","species"
"Sympetrum rubicundulum","species"
"Helocordulia uhleri","species"
"Epitheca princeps","species"
"Cordulegaster diastatops","species"
"Gomphus borealis","species"
"Coenagrion resolutum","species"
"Calopteryx maculata","species"
"Calopteryx aequabilis","species"
"Gomphus descriptus","species"
"Gomphus exilis","species"
"Macromia illinoiensis","species"
"Gomphaeschna furcillata","species"
"Cordulegaster maculata","species"
"Ophiogomphus rupinsulensis","species"
"Lestes inaequalis","species"
"Bosmina longirostris","species"
"Daphnia pulex","species"
"Diaphanosoma brachyurum","species"
"Holopedium gibberum","species"
"Leptodiaptomus minutus","species"
"Onychodiaptomus birgei","species"
"Mesocyclops edax","species"
"Microcyclops rubellus","species"
"Tropocyclops prasinus mexicanus","subspecies"
"Bosmina longispina","species"
"Daphnia catawba","species"
"Daphnia dubia","species"
"Diaphanosoma birgei","species"
"Daphnia mendotae","species"
"Ceriodaphnia laticaudata","species"
"Leptodora kindti","species"
"Epischura lacustris","species"
"Daphnia retrocurva","species"
"Ceriodaphnia dubia","species"
"Diacyclops thomasi","species"
"Triadenum fraseri","species"
"Dryopteris carthusiana","species"
"Carex stricta","species"
"Rhynchospora alba","species"
"Viburnum nudum","species"
"Alnus rugosa","infraspecies"
"Carex magellanica","species"
"Trientalis borealis","species"
"Streptopus lanceolatus","species"
"Fragaria vesca","species"
"Platanthera blephariglottis","species"
"Carex trisperma","species"
"Spiraea alba","species"
"Salix pyrifolia","species"
"Eriophorum virginicum","species"
"Juncus brevicaudatus","species"
"Galium palustre","species"
"Carex echinata","species"
"Salix discolor","species"
"Carex intumescens","species"
"Cardamine pensylvanica","species"
"Myosotis laxa","species"
"Carex michauxiana","species"
"Salix eriocephala","species"
"Calopogon tuberosus","species"
"Pogonia ophioglossoides","species"
"Carex crinita","species"
"Scirpus atrocinctus","species"
"Glyceria canadensis","species"
"Carex stipata","species"
"Juncus effusus","species"
"Thelypteris palustris","species"
"Salix nigra","species"
"Scirpus atrovirens","species"
"Zizania palustris","species"
"Carex lacustris","species"
"Lysimachia thyrsiflora","species"
"Asclepias incarnata","species"
"Scutellaria galericulata","species"
"Lycopodium obscurum","species"
"Perimyotis subflavus","species"
"paratenetus","genus"
"stereocaulon coralloides","species"
"menegazzia terebrata","species"
"nephroma resupinatum","species"
"pannaria rubiginosa","species"
"nephroma helveticum","species"
"pannaria leucosticta","species"
"nephroma laevigatum","species"
"lopadium leucoxanthum","species"
"menegazzia pertusa","species"
"nephroma parile","species"
"stereocaulon dactylophyllum","species"
"peltigera aphthosa","species"
"peltigera canina","species"
"parmotrema reticulatum","species"
"pertusaria velata","species"
"pertusaria amara","species"
"parmelia appalachensis","species"
"pannaria lanuginosa","species"
"physcia americana","species"
"physcia stellaris","species"
"phaeophyscia rubropulchra","species"
"pertusaria leioplaca","species"
"pertusaria pertusa","species"
"phaeophyscia hirtella","species"
"minuta","genus"
"sylvanus","genus"
"lampetra lamottei","species"
"bangia fuscopurpurea","species"
"salmo salar","species"
"melanostoma scalare","species"
"phymata pennsylvanica","species"
"agrion maculatum","species"
"colonus sylvanus","species"
"tapinoma sessile","species"
"brachyponera chinensis","species"
"lasius alienus","species"
"lasius flavus","species"
"lasius neoniger","species"
"camponotus americanus","species"
"prenolepis imparis","species"
"formica subsericea","species"
"ponera pennsylvanica","species"
"proceratium silaceum","species"
"aphaenogaster picea","species"
"aphaenogaster tennesseensis","species"
"myrmica americana","species"
"dolichoderus taschenbergi","species"
"lasius interjectus","species"
"nylanderia flavipes","species"
"formica glacialis","species"
"dolichoderus plagiatus","species"
"dolichoderus mariae","species"
"harpagoxenus canadensis","species"
"pheidole tysoni","species"
"myrmica rubra","species"
"dolichoderus pustulatus","species"
"formica fusca","species"
"brachymyrmex depilis","species"
"tetramorium immigrans","species"
"lasius nearcticus","species"
"aphaenogaster fulva","species"
"camponotus pennsylvanicus","species"
"formica argentea","species"
"strumigenys pilinasis","species"
"crematogaster lineolata","species"
"temnothorax ambiguus","species"
"formicoxenus hirticornis","species"
"formica podzolica","species"
"camponotus castaneus","species"
"camponotus subbarbatus","species"
"formica rubicunda","species"
"myrmica latifrons","species"
"myrmica punctiventris","species"
"formica pergandei","species"
"aphaenogaster lamellidens","species"
"formica subintegra","species"
"formica integra","species"
"formica pallidefulva","species"
"formica talbotae","species"
"camponotus nearcticus","species"
"neivamyrmex nigrescens","species"
"neivamyrmex carolinensis","species"
"formica neogagates","species"
"formica ulkei","species"
"formica querquetulana","species"
"forelius pruinosus","species"
"lasius umbratus","species"
"myrmica spatulata","species"
"solenopsis carolinensis","species"
"stenamma diecki","species"
"myrmecina americana","species"
"forelius mccooki","species"
"crematogaster cerasi","species"
"myrmica pinetorum","species"
"camponotus chromaiodes","species"
"polyergus lucidus","species"
"stenamma impar","species"
"vollenhovia emeryi","species"
"leptothorax retractus","species"
"formicoxenus provancheri","species"
"pheidole bilimeki","species"
"formica neorufibarbis","species"
"temnothorax pilagens","species"
"formica exsectoides","species"
"camponotus herculeanus","species"
"stenamma brevicorne","species"
"camponotus novaeboracensis","species"
"strumigenys louisianae","species"
"formica aserva","species"
"formica sanguinea","species"
"formica obscuriventris","species"
"lasius pallitarsis","species"
"lasius subumbratus","species"
"discothyrea testacea","species"
"solenopsis molesta","species"
"pheidole morrisii","species"
"pseudomyrmex ejectus","species"
"pheidole megacephala","species"
"myrmica lobicornis","species"
"crematogaster pilosa","species"
"pheidole pilifera","species"
"dorymyrmex flavopectus","species"
"monomorium minimum","species"
"myrmica fracticornis","species"
"crematogaster ashmeadi","species"
"hypoponera ragusai","species"
"crematogaster laeviuscula","species"
"cryptopone gilva","species"
"formica subaenescens","species"
"ocymyrmex cavatodorsatus","species"
"solenopsis texana","species"
"aphaenogaster texana","species"
"aphaenogaster treatae","species"
"leptothorax muscorum","species"
"hypoponera opacior","species"
"temnothorax schaumii","species"
"pheidole bicarinata","species"
"formica impexa","species"
"lasius speculiventris","species"
"formica dirksi","species"
"monomorium pharaonis","species"
"pheidole anastasii","species"
"formica difficilis","species"
"tetramorium caespitum","species"
"leptothorax sphagnicola","species"
"formica densiventris","species"
"trichomyrmex destructor","species"
"formica nepticula","species"
"formica dakotensis","species"
"camponotus caryae","species"
"formica postoculata","species"
"myrmica schencki","species"
"formicoxenus quebecensis","species"
"formica fossaceps","species"
"leptothorax paraxenus","species"
"myrmica incompleta","species"
"linepithema humile","species"
"proceratium pergandei","species"
"strumigenys silvestrii","species"
"formica reflexa","species"
"camponotus decipiens","species"
"lasius emarginatus","species"
"pheidole bahai","species"
"formica prociliata","species"
"formica lasioides","species"
"lasius minutus","species"
"pheidole crassicornis","species"
"colobopsis impressa","species"
"myrmica quebecensis","species"
"pogonomyrmex occidentalis","species"
"polygonia progne","species"
"tremella foliacea","species"
"viburnum macrocephalum","species"
"cladonia mateocyatha","species"
"rhododendron","genus"
"carex intumescens","species"
"nerium oleander","species"
"formica obscuripes","species"
"vollenhovia nipponica","species"
"pheidole davisi","species"
"formica adamsi","species"
"crematogaster punctulata","species"
"pseudomyrmex pallidus","species"
"strumigenys membranifera","species"
"monomorium emarginatum","species"
"camponotus snellingi","species"
"crematogaster vermiculata","species"
"linepithema iniquum","species"
"solenopsis tennesseensis","species"
"ponera coarctata","species"
"pheidole dentata","species"
"monomorium talbotae","species"
"formica knighti","species"
"stenamma meridionale","species"
"myrmica discontinua","species"
"formica morsei","species"
"trachymyrmex septentrionalis","species"
"tetramorium tsushimae","species"
"strumigenys rogeri","species"
"monomorium ebeninum","species"
"lasius niger","species"
"formica lugubris","species"
"isomira","genus"
"hymenorus","genus"
"pyganodon grandis","species"
"sumitrosis inaequalis","species"
"ceratina dupla","species"
"bombus bimaculatus","species"
"ceratina calcarata","species"
"ceratina strenua","species"
"augochlorella aurata","species"
"lasioglossum heterognathum","species"
"hoplitis spoliata","species"
"lasioglossum vierecki","species"
"megachile brevis","species"
"lasioglossum pilosum","species"
"osmia sandhouseae","species"
"lasioglossum coreopsis","species"
"hylaeus ornatus","species"
"apis mellifera","species"
"apantesis phalerata","species"
"andreaea rupestris","species"
"barbula fallax","species"
"philonthus asper","species"
"epicauta pensylvanica","species"
"phymatodes amoenus","species"
"brachythecium oxycladon","species"
"brotherella tenuirostris","species"
"cystopteris","genus"
"sanguisorba canadensis","species"
"spiraea alba","species"
"dimerella lutea","species"
"hypena abalienalis","species"
"idia lubricalis","species"
"abagrotis cupida","species"
"bleptina caradrinalis","species"
"heterophleps","genus"
"idia americalis","species"
"hypena baltimoralis","species"
"idia julia","species"
"lasioglossum viridatum","species"
"peltigera leucophlebia","species"
"cynoglossum officinale","species"
"cladonia amaurocraea","species"
"geaster triplex","species"
"meganola minuscula","species"
"hypera postica","species"
"cyrtepistomus castaneus","species"
"anomala orientalis","species"
"scaphinotus viduus","species"
"enema","genus"
"nannaria","genus"
"bombus fervidus","species"
"megachile mendica","species"
"sphagnum pulchrum","species"
"Anarhichas denticulatus","species"
"Anarhichas lupus","species"
"Anarhichas minor","species"
"Anser caerulescens atlanticus","subspecies"
"Anser caerulescens caerulescens","subspecies"
"Argentina silus","species"
"Artediellus atlanticus","species"
"Artediellus uncinatus","species"
"Baeolophus bicolor","species"
"Bathyraja spinicauda","species"
"Boreogadus saida","species"
"Brevoortia tyrannus harengus","subspecies"
"Careproctus reinhardti","species"
"Centroscyllium fabricii","species"
"Clupea harengus harengus","subspecies"
"Cottunculus microps","species"
"Cryptacanthodes maculatus","species"
"Cyclopterus lumpus","species"
"Eptesicus fuscus","species"
"Eumesogrammus praecisus","species"
"Eumicrotremus spinosus","species"
"Gadus morhua","species"
"Gaidropsarus ensis","species"
"Gymnelus viridis","species"
"Haemorhous mexicanus","species"
"Hemitripterus americanus","species"
"Lasiurus borealis","species"
"Lasiurus cinereus","species"
"Leptagonus decagonus","species"
"Leptoclinus maculatus","species"
"Leucoraja ocellata","species"
"Liparis fabricii","species"
"Lumpenus fabricii","species"
"Lumpenus lampretaeformis","species"
"Lycodes esmarkii","species"
"Lycodes lavalaei","species"
"Lycodes pallidus","species"
"Lycodes reticulatus","species"
"Lycodes terraenovae","species"
"Lycodes vahlii","species"
"Lycodonus mirabilis","species"
"Malacoraja senta","species"
"Melanogrammus aeglefinus","species"
"Melanostigma atlanticum","species"
"Merluccius bilinearis","species"
"Ondatra zibethicus","species"
"Phycis chesteri","species"
"Rajella fyllae","species"
"Sebastes mentella","species"
"Sebastes norvegicus","species"
"Squalus acanthias","species"
"Sturnella magna magna","subspecies"
"Trachyrincus murrayi","species"
"Ulvaria subbifurcata","species"
"Accipiter gentilis",""
"Accipiter striatus",""
"Acipenser oxyrinchus oxyrinchus",""
"Alca torda",""
"Alces americanus",""
"Amblyraja radiata",""
"Anarhichas denticulatus",""
"Anarhichas lupus",""
"Anarhichas minor",""
"Anguilla rostrata",""
"Anser caerulescens",""
"Anser caerulescens atlanticus",""
"Anser caerulescens caerulescens",""
"Aquila chrysaetos",""
"Ardea herodias",""
"Argentina silus",""
"Artediellus atlanticus",""
"Artediellus uncinatus",""
"Aspidophoroides monopterygius",""
"Baeolophus bicolor",""
"Balaenoptera musculus",""
"Bathyraja spinicauda",""
"Blarina brevicauda",""
"Bombycilla cedrorum",""
"Boreogadus saida",""
"Brevoortia tyrannus harengus",""
"Buteo lagopus",""
"Buteo lineatus",""
"Buteo platypterus",""
"Canis lupus",""
"Careproctus reinhardti",""
"Castor canadensis",""
"Catharus bicknelli",""
"Centroscyllium fabricii",""
"Circus hudsonius",""
"Clupea harengus",""
"Clupea harengus harengus",""
"Cottunculus microps",""
"Cryptacanthodes maculatus",""
"Cyclopterus lumpus",""
"Delphinapterus leucas",""
"Desmognathus fuscus",""
"Desmognathus ochrophaeus",""
"Enchelyopus cimbrius",""
"Eptesicus fuscus",""
"Eremophila alpestris",""
"Eumesogrammus praecisus",""
"Eumicrotremus spinosus",""
"Eurycea bislineata",""
"Falco peregrinus",""
"Gadus morhua",""
"Gaidropsarus ensis",""
"Gasterosteus aculeatus",""
"Glyptocephalus cynoglossus",""
"Gymnelus viridis",""
"Gyrinophilus porphyriticus",""
"Haemorhous mexicanus",""
"Haliaeetus leucocephalus",""
"Halichoerus grypus",""
"Hemitripterus americanus",""
"Hippoglossoides platessoides",""
"Hippoglossus hippoglossus",""
"Lasiurus borealis",""
"Lasiurus cinereus",""
"Leptagonus decagonus",""
"Leptoclinus maculatus",""
"Leucoraja erinacea",""
"Leucoraja ocellata",""
"Liparis fabricii",""
"Lophius americanus",""
"Lumpenus fabricii",""
"Lumpenus lampretaeformis",""
"Lycodes esmarkii",""
"Lycodes lavalaei",""
"Lycodes pallidus",""
"Lycodes reticulatus",""
"Lycodes terraenovae",""
"Lycodes vahlii",""
"Lycodonus mirabilis",""
"Malacoraja senta",""
"Mallotus villosus",""
"Martes americana",""
"Megaptera novaeangliae",""
"Melanogrammus aeglefinus",""
"Melanostigma atlanticum",""
"Merluccius bilinearis",""
"Mimus polyglottos",""
"Alosa pseudoharengus","species"
"Myodes gapperi",""
"Myotis lucifugus",""
"Myotis septentrionalis",""
"Myoxocephalus octodecemspinosus",""
"Myoxocephalus scorpius",""
"Myxine glutinosa",""
"Myzopsetta ferruginea",""
"Napaeozapus insignis",""
"Nezumia bairdii",""
"Odocoileus virginianus",""
"Ondatra zibethicus",""
"Passer domesticus",""
"Phoca vitulina concolor",""
"Phycis chesteri",""
"Plethodon cinereus",""
"Poecile atricapillus",""
"Pollachius virens",""
"Pseudopleuronectes americanus",""
"Quiscalus quiscula",""
"Rajella fyllae",""
"Rangifer tarandus",""
"Reinhardtius hippoglossoides",""
"Rissa tridactyla",""
"Scolopax minor",""
"Scomber scombrus",""
"Scophthalmus aquosus",""
"Sebastes mentella",""
"Sebastes norvegicus",""
"Sialia sialis",""
"Squalus acanthias",""
"Sterna dougallii dougallii",""
"Sterna hirundo hirundo",""
"Sturnella magna magna",""
"Tachycineta bicolor",""
"Tamias striatus",""
"Trachyrincus murrayi",""
"Triglops murrayi",""
"Troglodytes aedon",""
"Ulvaria subbifurcata",""
"Urophycis tenuis",""
"Zenaida macroura",""
"Acipenser oxyrinchus","species"
"Brevoortia tyrannus","species"
"Paralichthys dentatus","species"
"Oncorhynchus tshawytscha","species"
"Urophycis chuss","species"
"Lycenchelys verrillii","species"
"Erethizon dorsata","species"
"Coryphaenoides rupestris","species"
"Icelus spatula","species"
"Chiasmodon niger","species"
"Myoxocephalus scorpioides","species"
"Bathylagus euryops","species"
"Alopias vulpinus","species"
"Liparis tunicatus","species"
"Polymixia lowei","species"
"Hesperiphona vespertina","species"
"Lithobates clamitans melanota","subspecies"
"Synaphobranchus kaupii","species"
"Scomberesox saurus","species"
"Fundulus heteroclitus heteroclitus","subspecies"
"Tetronarce nobiliana","species"
"Salvelinus namaycush","species"
"Rostroraja eglanteria","species"
"Falco peregrinus anatum","subspecies"
"Etheostoma nigrum","species"
"Mustela erminea","species"
"Centropristis striata","species"
"Somniosus microcephalus","species"
"Merluccius albidus","species"
"Magnisudis atlantica","species"
"Cynoscion regalis","species"
"Synchiropus agassizii","species"
"Dibranchus atlanticus","species"
"Liparis gibbus","species"
"Citharichthys arctifrons","species"
"Osmerus mordax mordax","subspecies"
"Cyprinodon variegatus","species"
"Sigmops elongatus","species"
"Harriotta raleighana","species"
"Rhinochimaera atlantica","species"
"Nemichthys scolopaceus","species"
"Zenopsis conchifer","species"
"Notacanthus chemnitzii","species"
"Pomatomus saltatrix","species"
"Selene setapinnis","species"
"Branta bernicla hrota","subspecies"
"Gasterosteus aculeatus aculeatus","subspecies"
"Micropogonias undulatus","species"
"Chauliodus sloani","species"
"Careproctus ranula","species"
"Cyprinodon variegatus variegatus","subspecies"
"Odobenus rosmarus rosmarus","subspecies"
"Prosopium cylindraceum","species"
"Lota lota","species"
"Peprilus triacanthus","species"
"Paralichthys oblongus","species"
"Stomias boa","species"
"Carcharodon carcharias","species"
"Liparis atlanticus","species"
"Antimora rostrata","species"
"Polyacanthonotus rissoanus","species"
"Lopholatilus chamaeleonticeps","species"
"Stichaeus punctatus punctatus","subspecies"
"Serrivomer beanii","species"
"Pekania pennanti","species"
"Antrostomus vociferus","species"
"Dipturus laevis","species"
"Leucoraja garmani","species"
"Setophaga palmarum","species"
"Percina caprodes","species"
"Eubalaena glacialis","species"
"Gymnocanthus tricuspis","species"
"Sebastes fasciatus","species"
"Chlorophthalmus agassizi","species"
"Anchoa mitchilli","species"
"Brosme brosme","species"
"Helicolenus dactylopterus","species"
"Cistothorus palustris","species"
"Stenotomus chrysops","species"
"Calidris canutus rufa","subspecies"
"Tamias minimus","species"
"Simenchelys parasitica","species"
"Stomias boa ferox","subspecies"
"Prionace glauca","species"
"Sphyrna lewini","species"
"Orcinus orca","species"
"Stichaeus punctatus","species"
"Coregonus clupeaformis","species"
"Vermivora cyanoptera","species"
"Petromyzon marinus","species"
"Isurus oxyrinchus","species"
"Clemmys insculpta","species"
"Paralepis coregonoides","species"
"Neogobius melanostomus","species"
"Cottunculus thomsonii","species"
"Tamias striatus","species"
"Pseudopleuronectes americanus","species"
"Perca flavescens","species"
"Myzopsetta ferruginea","species"
"Ictalurus punctatus","species"
"Salvelinus fontinalis","species"
"Salmo salar","species"
"Sterna hirundo hirundo","subspecies"
"Alosa sapidissima","species"
"Ameiurus melas","species"
"Liopsetta putnami","species"
"Umbra limi","species"
"Mesoplodon bidens","species"
"Morone saxatilis","species"
"Amia calva","species"
"Cyprinus carpio","species"
"Pungitius pungitius","species"
"Martes americana","species"
"Coregonus zenithicus","species"
"Microgadus tomcod","species"
"Graptemys geographica","species"
"Lagenorhynchus acutus","species"
"Syngnathus fuscus","species"
"Nerodia sipedon insularum","subspecies"
"Mallotus villosus","species"
"Ameiurus natalis","species"
"Blarina brevicauda","species"
"Morone americana","species"
"Aspidophoroides monopterygius","species"
"Esox americanus","species"
"Moxostoma macrolepidotum","species"
"Procyon lotor","species"
"Pollachius virens","species"
"Ambloplites rupestris","species"
"Lepisosteus oculatus","species"
"Scophthalmus aquosus","species"
"Noturus gyrinus","species"
"Gasterosteus aculeatus","species"
"Hippoglossus hippoglossus","species"
"Esox lucius","species"
"Notropis atherinoides","species"
"Rangifer tarandus caribou","subspecies"
"Desmognathus fuscus fuscus","subspecies"
"Moxostoma anisurum","species"
"Clemmys guttata","species"
"Nezumia bairdii","species"
"Thunnus thynnus","species"
"Larus smithsonianus","species"
"Salmo trutta","species"
"Glaucomys sabrinus","species"
"Morone chrysops","species"
"Moxostoma carinatum","species"
"Fundulus diaphanus","species"
"Apeltes quadracus","species"
"Myoxocephalus octodecemspinosus","species"
"Noturus flavus","species"
"Pholis gunnellus","species"
"Esox masquinongy","species"
"Hippoglossoides platessoides","species"
"Pimephales notatus","species"
"Sander vitreus","species"
"Accipiter striatus","species"
"Myoxocephalus scorpius","species"
"Micropterus dolomieu","species"
"Lepomis gibbosus","species"
"Urophycis tenuis","species"
"Amblyraja radiata","species"
"Hydrobates leucorhous","species"
"Lepisosteus osseus","species"
"Cetorhinus maximus","species"
"Oncorhynchus mykiss","species"
"Ammodytes dubius","species"
"Zoarces americanus","species"
"Acipenser fulvescens","species"
"Triglops murrayi","species"
"Carpiodes cyprinus","species"
"Odobenus rosmarus","species"
"Glyptocephalus cynoglossus","species"
"Napaeozapus insignis","species"
"Balaenoptera acutorostrata","species"
"Semotilus corporalis","species"
"Myoxocephalus thompsonii","species"
"Macrhybopsis storeriana","species"
"Lepomis gulosus","species"
"Lithobates clamitans","species"
"Coregonus hoyi","species"
"Lepomis macrochirus","species"
"Pantherophis obsoletus obsoleta","subspecies"
"Coregonus artedi","species"
"Tamiasciurus hudsonicus","species"
"Scomber scombrus","species"
"Carassius auratus","species"
"Fundulus heteroclitus","species"
"Notemigonus crysoleucas","species"
"Sterna dougallii dougallii","subspecies"
"Ictiobus cyprinellus","species"
"Myoxocephalus aenaeus","species"
"Oncorhynchus gorbuscha","species"
"Tautogolabrus adspersus","species"
"Clupea harengus","species"
"Acipenser oxyrinchus oxyrinchus","subspecies"
"Phoca vitulina concolor","subspecies"
"Rangifer tarandus","species"
"Menidia menidia","species"
"Anguilla rostrata","species"
"Dorosoma cepedianum","species"
"Sistrurus catenatus catenatus","subspecies"
"Sternotherus odoratus","species"
"Micropterus salmoides","species"
"Myotis lucifugus","species"
"Catostomus commersonii","species"
"Notropis hudsonius","species"
"Gasterosteus wheatlandi","species"
"Pomoxis nigromaculatus","species"
"Gadus macrocephalus","species"
"Ameiurus nebulosus","species"
"Ammodytes americanus","species"
"Moxostoma valenciennesi","species"
"Aplodinotus grunniens","species"
"Reinhardtius hippoglossoides","species"
"Myotis septentrionalis","species"
"Notophthalmus viridescens louisianensis","subspecies"
"Osmerus mordax","species"
"Acipenser brevirostrum","species"
"Leucoraja erinacea","species"
"Myxine glutinosa","species"
"Labidesthes sicculus","species"
"Macrourus berglax","species"
"Enchelyopus cimbrius","species"
"Percopsis omiscomaycus","species"
"Lepus arcticus bangsii","subspecies"
"Cottus cognatus","species"
